,Average Rating,Average Difficulty,Number of ratings,Received a pepper,Proportion of students that said they would take the class again,Number of ratings coming from online classes,Male Professor,Female Professor,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
20204,4.5,2.4,13.0,1.0,100.0,4.0,1,0,0.0,0.3076923076923077,0.38461538461538464,0.07692307692307693,0.07692307692307693,0.0,0.0,0.6153846153846154,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.0,0.0,0.23076923076923078,0.46153846153846156,0.07692307692307693,0.0,0.0
20207,3.0,3.3,15.0,1.0,44.0,0.0,0,1,0.06666666666666667,0.0,0.3333333333333333,0.2,0.0,0.0,0.2,0.13333333333333333,0.0,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.2,0.0,0.0,0.4666666666666667
20213,4.6,3.1,20.0,1.0,94.0,0.0,1,0,0.1,0.7,0.25,0.4,0.05,0.2,0.05,0.2,0.0,0.05,0.0,0.1,0.15,0.0,0.0,0.05,0.3,0.0,0.0,0.0
20225,4.9,2.3,17.0,1.0,100.0,0.0,1,0,0.058823529411764705,0.29411764705882354,0.4117647058823529,0.0,0.0,0.23529411764705882,0.47058823529411764,0.0,0.0,0.11764705882352941,0.0,0.23529411764705882,0.29411764705882354,0.0,0.0,0.17647058823529413,0.17647058823529413,0.11764705882352941,0.0,0.0
20228,3.5,3.3,14.0,1.0,57.0,3.0,0,1,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.0,0.2857142857142857,0.07142857142857142,0.0,0.0,0.07142857142857142,0.14285714285714285,0.35714285714285715,0.0,0.42857142857142855
20236,3.6,4.5,12.0,1.0,88.0,1.0,1,0,0.6666666666666666,0.08333333333333333,0.08333333333333333,0.25,0.08333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.25,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
20290,4.5,2.5,10.0,0.0,80.0,0.0,0,1,0.0,0.5,0.4,0.0,0.4,0.0,0.0,0.2,0.0,0.3,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1
20304,2.3,4.2,12.0,0.0,20.0,0.0,0,1,0.5833333333333334,0.0,0.0,0.0,0.16666666666666666,0.25,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
20307,3.4,3.7,11.0,0.0,88.0,0.0,0,1,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.45454545454545453,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.0,0.8181818181818182,0.0
20313,3.0,3.9,13.0,0.0,56.0,0.0,1,0,0.3076923076923077,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.46153846153846156,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.07692307692307693,0.0,0.07692307692307693,0.15384615384615385,0.0,0.23076923076923078
20409,3.1,3.5,10.0,0.0,40.0,0.0,1,0,0.3,0.3,0.0,0.2,0.3,0.4,0.1,0.1,0.1,0.0,0.2,0.3,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0
20428,4.3,2.6,13.0,1.0,100.0,0.0,1,0,0.0,0.15384615384615385,0.23076923076923078,0.15384615384615385,0.5384615384615384,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.15384615384615385,0.07692307692307693,0.0,0.15384615384615385,0.07692307692307693,0.0,0.3076923076923077,0.0,0.23076923076923078
20439,4.0,2.9,11.0,1.0,70.0,1.0,0,1,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.0,0.0,0.18181818181818182
20445,3.8,3.2,20.0,0.0,69.0,0.0,1,0,0.2,0.1,0.1,0.05,0.1,0.2,0.2,0.1,0.0,0.0,0.0,0.05,0.2,0.0,0.15,0.0,0.35,0.0,0.15,0.05
20453,4.7,3.3,46.0,1.0,89.0,0.0,1,0,0.13043478260869565,0.08695652173913043,0.45652173913043476,0.10869565217391304,0.0,0.0,0.32608695652173914,0.21739130434782608,0.0,0.043478260869565216,0.0,0.21739130434782608,0.08695652173913043,0.0,0.043478260869565216,0.45652173913043476,0.17391304347826086,0.043478260869565216,0.0,0.021739130434782608
20468,5.0,3.3,19.0,1.0,100.0,0.0,1,0,0.05263157894736842,0.6842105263157895,0.15789473684210525,0.05263157894736842,0.0,0.0,0.0,0.42105263157894735,0.0,0.05263157894736842,0.0,0.05263157894736842,0.15789473684210525,0.0,0.0,0.6842105263157895,0.3157894736842105,0.15789473684210525,0.10526315789473684,0.0
20496,4.3,2.2,17.0,1.0,100.0,3.0,0,1,0.058823529411764705,0.23529411764705882,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.0,0.23529411764705882,0.058823529411764705,0.0,0.11764705882352941,0.0,0.35294117647058826,0.058823529411764705,0.0,0.0,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.058823529411764705,0.058823529411764705
20511,3.3,3.6,45.0,0.0,75.0,1.0,1,0,0.4222222222222222,0.1111111111111111,0.08888888888888889,0.17777777777777778,0.06666666666666667,0.1111111111111111,0.35555555555555557,0.24444444444444444,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.08888888888888889,0.044444444444444446,0.0,0.17777777777777778,0.15555555555555556,0.0,0.044444444444444446,0.044444444444444446
20519,4.8,2.5,160.0,1.0,100.0,11.0,1,0,0.0,0.25,0.25,0.0125,0.2625,0.04375,0.1125,0.2125,0.0,0.325,0.0,0.375,0.13125,0.0,0.0125,0.15625,0.21875,0.00625,0.03125,0.0
20667,3.5,2.7,10.0,1.0,63.0,0.0,0,1,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.0,0.1,0.1,0.1,0.0,0.3,0.0,0.1,0.4,0.1,0.0,0.1
20690,4.9,2.1,20.0,1.0,92.0,0.0,1,0,0.05,0.3,0.3,0.05,0.15,0.0,0.0,0.4,0.0,0.0,0.0,0.15,0.15,0.0,0.0,0.4,0.35,0.1,0.0,0.05
20719,4.7,2.0,13.0,0.0,100.0,1.0,0,1,0.0,0.8461538461538461,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.0,0.0,0.0,0.0,0.3076923076923077,0.07692307692307693,0.0,0.0
20757,4.5,2.3,16.0,1.0,93.0,0.0,1,0,0.0,0.125,0.0625,0.0625,0.25,0.25,0.0,0.125,0.25,0.0625,0.0,0.25,0.125,0.0625,0.125,0.1875,0.4375,0.0625,0.0,0.1875
20799,3.8,2.8,15.0,1.0,75.0,6.0,1,0,0.06666666666666667,0.3333333333333333,0.13333333333333333,0.2,0.2,0.26666666666666666,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.2,0.0,0.0,0.0
20828,4.5,2.5,11.0,1.0,100.0,1.0,0,1,0.0,0.5454545454545454,0.09090909090909091,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.0
20833,2.1,4.0,10.0,0.0,17.0,0.0,1,0,0.7,0.0,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.3,0.2,0.0,0.0,0.1,0.0
20859,4.7,2.6,18.0,1.0,88.0,0.0,1,0,0.05555555555555555,0.6111111111111112,0.2222222222222222,0.0,0.2777777777777778,0.3333333333333333,0.0,0.16666666666666666,0.0,0.05555555555555555,0.0,0.05555555555555555,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.0
20866,3.9,3.1,13.0,1.0,100.0,1.0,0,1,0.0,0.46153846153846156,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.23076923076923078,0.23076923076923078,0.15384615384615385,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0
20867,3.5,3.5,15.0,0.0,64.0,0.0,0,1,0.13333333333333333,0.3333333333333333,0.06666666666666667,0.6,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.13333333333333333,0.4,0.13333333333333333,0.0,0.0,0.26666666666666666,0.0,0.13333333333333333,0.0,0.0,0.2
20875,4.4,2.2,17.0,1.0,93.0,0.0,0,1,0.0,0.0,0.11764705882352941,0.0,0.0,0.47058823529411764,0.29411764705882354,0.0,0.0,0.23529411764705882,0.0,0.23529411764705882,0.0,0.058823529411764705,0.0,0.29411764705882354,0.4117647058823529,0.4117647058823529,0.0,0.0
20881,4.9,2.2,12.0,0.0,100.0,2.0,0,1,0.08333333333333333,0.3333333333333333,0.25,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0
20886,3.8,3.8,112.0,1.0,85.0,0.0,1,0,0.08035714285714286,0.19642857142857142,0.125,0.41964285714285715,0.07142857142857142,0.26785714285714285,0.10714285714285714,0.0625,0.008928571428571428,0.3125,0.008928571428571428,0.125,0.044642857142857144,0.10714285714285714,0.017857142857142856,0.125,0.24107142857142858,0.13392857142857142,0.008928571428571428,0.19642857142857142
20889,2.0,4.1,18.0,0.0,22.0,16.0,1,0,0.2777777777777778,0.0,0.0,0.7222222222222222,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.2222222222222222
20896,4.5,1.8,29.0,1.0,96.0,0.0,1,0,0.0,0.034482758620689655,0.10344827586206896,0.06896551724137931,0.13793103448275862,0.13793103448275862,0.034482758620689655,0.1724137931034483,0.0,0.06896551724137931,0.0,0.034482758620689655,0.7931034482758621,0.0,0.10344827586206896,0.4482758620689655,0.10344827586206896,0.034482758620689655,0.0,0.10344827586206896
20914,5.0,3.5,23.0,0.0,100.0,19.0,1,0,0.043478260869565216,0.43478260869565216,0.30434782608695654,0.0,0.5652173913043478,0.043478260869565216,0.0,0.4782608695652174,0.0,0.043478260869565216,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.4782608695652174,0.0,0.043478260869565216,0.0
20918,3.8,3.4,15.0,1.0,88.0,2.0,0,1,0.2,0.6,0.0,0.26666666666666666,0.6666666666666666,0.06666666666666667,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.06666666666666667,0.0,0.06666666666666667
20942,4.2,3.0,15.0,1.0,60.0,4.0,0,1,0.13333333333333333,0.26666666666666666,0.06666666666666667,0.2,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.26666666666666666,0.2,0.0,0.0,0.06666666666666667,0.26666666666666666,0.06666666666666667,0.0,0.0
20968,4.8,2.0,22.0,1.0,100.0,2.0,0,1,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.045454545454545456,0.3181818181818182,0.13636363636363635,0.045454545454545456,0.22727272727272727,0.0,0.045454545454545456,0.0,0.2727272727272727,0.0,0.0,0.0,0.3181818181818182,0.09090909090909091,0.09090909090909091,0.18181818181818182,0.0
20982,4.2,3.7,19.0,1.0,100.0,1.0,1,0,0.10526315789473684,0.21052631578947367,0.05263157894736842,0.15789473684210525,0.0,0.21052631578947367,0.3157894736842105,0.05263157894736842,0.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.0,0.05263157894736842,0.3157894736842105,0.631578947368421,0.05263157894736842,0.47368421052631576
21000,4.5,3.3,15.0,1.0,67.0,0.0,0,1,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.0,0.0,0.6,0.06666666666666667,0.0,0.26666666666666666,0.4,0.0,0.0,0.06666666666666667
21017,4.8,2.9,12.0,1.0,100.0,0.0,1,0,0.08333333333333333,0.4166666666666667,0.3333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.0,0.25,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.3333333333333333,0.5,0.0,0.0,0.0
21034,1.3,4.8,15.0,0.0,14.0,0.0,0,1,0.7333333333333333,0.06666666666666667,0.0,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0
21130,4.5,2.8,10.0,1.0,100.0,0.0,0,1,0.1,0.3,0.3,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.3,0.1,0.0,0.0,0.1,0.4,0.0,0.0,0.0
21132,4.4,2.6,22.0,0.0,85.0,0.0,0,1,0.0,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.18181818181818182,0.045454545454545456,0.2727272727272727,0.0,0.0,0.0,0.045454545454545456,0.3181818181818182,0.0,0.0,0.09090909090909091
21157,4.8,2.5,17.0,1.0,100.0,0.0,0,1,0.0,0.17647058823529413,0.23529411764705882,0.0,0.47058823529411764,0.17647058823529413,0.0,0.17647058823529413,0.0,0.0,0.0,0.11764705882352941,0.17647058823529413,0.0,0.058823529411764705,0.058823529411764705,0.23529411764705882,0.47058823529411764,0.0,0.0
21158,4.8,2.9,23.0,1.0,93.0,0.0,0,1,0.08695652173913043,0.391304347826087,0.34782608695652173,0.08695652173913043,0.17391304347826086,0.08695652173913043,0.0,0.13043478260869565,0.0,0.0,0.0,0.30434782608695654,0.21739130434782608,0.0,0.0,0.6086956521739131,0.30434782608695654,0.0,0.0,0.043478260869565216
21184,3.7,3.8,16.0,0.0,83.0,0.0,0,1,0.3125,0.0625,0.1875,0.375,0.3125,0.0,0.0,0.125,0.375,0.1875,0.0,0.25,0.0,0.0,0.0,0.0625,0.25,0.125,0.0,0.0
21199,3.9,2.2,13.0,0.0,75.0,0.0,1,0,0.15384615384615385,0.46153846153846156,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.0,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.3076923076923077,0.0,0.15384615384615385
21212,4.5,3.6,10.0,0.0,100.0,0.0,1,0,0.1,0.2,0.4,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.4,0.0,0.0,0.0
21232,2.8,3.2,12.0,0.0,14.0,0.0,1,0,0.0,0.08333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.25,0.16666666666666666,0.08333333333333333,0.25,0.0,0.08333333333333333
21249,4.4,2.5,19.0,1.0,77.0,2.0,0,1,0.0,0.631578947368421,0.3157894736842105,0.10526315789473684,0.3157894736842105,0.05263157894736842,0.0,0.21052631578947367,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.05263157894736842,0.5263157894736842,0.05263157894736842,0.10526315789473684,0.0
21258,3.8,2.1,14.0,0.0,86.0,0.0,1,0,0.14285714285714285,0.35714285714285715,0.35714285714285715,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.07142857142857142,0.0,0.07142857142857142,0.0,0.14285714285714285,0.0,0.0,0.0
21259,4.9,2.3,121.0,1.0,100.0,0.0,0,1,0.0,0.33884297520661155,0.34710743801652894,0.03305785123966942,0.4132231404958678,0.06611570247933884,0.05785123966942149,0.09917355371900827,0.024793388429752067,0.008264462809917356,0.0,0.15702479338842976,0.23140495867768596,0.0,0.0,0.06611570247933884,0.35537190082644626,0.21487603305785125,0.1487603305785124,0.008264462809917356
21267,2.3,4.1,12.0,0.0,40.0,0.0,1,0,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.25,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333
21294,4.0,2.5,10.0,1.0,100.0,0.0,1,0,0.0,0.0,0.4,0.7,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.2,0.4,0.1,0.0,0.1
21298,2.8,3.4,19.0,0.0,27.0,0.0,1,0,0.2631578947368421,0.15789473684210525,0.15789473684210525,0.3684210526315789,0.05263157894736842,0.2631578947368421,0.47368421052631576,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.21052631578947367
21315,4.1,3.8,13.0,1.0,75.0,0.0,1,0,0.38461538461538464,0.0,0.23076923076923078,0.3076923076923077,0.07692307692307693,0.23076923076923078,0.0,0.23076923076923078,0.0,0.07692307692307693,0.07692307692307693,0.0,0.5384615384615384,0.15384615384615385,0.0,0.38461538461538464,0.0,0.0,0.0,0.07692307692307693
21343,4.9,1.8,20.0,1.0,100.0,0.0,1,0,0.0,0.05,0.5,0.05,0.05,0.2,0.05,0.3,0.0,0.2,0.05,0.2,0.55,0.0,0.0,0.25,0.25,0.0,0.0,0.0
21344,5.0,1.7,57.0,1.0,100.0,0.0,0,1,0.0,0.5263157894736842,0.2807017543859649,0.017543859649122806,0.12280701754385964,0.017543859649122806,0.017543859649122806,0.2631578947368421,0.0,0.14035087719298245,0.0,0.08771929824561403,0.40350877192982454,0.0,0.0,0.19298245614035087,0.42105263157894735,0.017543859649122806,0.0,0.0
21352,3.6,3.1,19.0,0.0,57.0,2.0,1,0,0.3157894736842105,0.15789473684210525,0.05263157894736842,0.2631578947368421,0.10526315789473684,0.0,0.42105263157894735,0.10526315789473684,0.10526315789473684,0.0,0.05263157894736842,0.05263157894736842,0.10526315789473684,0.0,0.0,0.10526315789473684,0.10526315789473684,0.0,0.15789473684210525,0.0
21353,3.5,3.8,12.0,0.0,20.0,0.0,0,1,0.5,0.25,0.08333333333333333,0.25,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.4166666666666667,0.08333333333333333
21382,4.8,2.8,27.0,1.0,100.0,0.0,0,1,0.07407407407407407,0.5185185185185185,0.14814814814814814,0.25925925925925924,0.5555555555555556,0.1111111111111111,0.07407407407407407,0.14814814814814814,0.037037037037037035,0.0,0.0,0.07407407407407407,0.07407407407407407,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.037037037037037035,0.0
21388,4.0,3.3,14.0,0.0,75.0,0.0,1,0,0.21428571428571427,0.07142857142857142,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.21428571428571427,0.2857142857142857,0.07142857142857142,0.0,0.21428571428571427,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.21428571428571427,0.14285714285714285,0.07142857142857142,0.0,0.0
21433,4.2,2.8,63.0,1.0,98.0,6.0,1,0,0.06349206349206349,0.3492063492063492,0.23809523809523808,0.031746031746031744,0.12698412698412698,0.047619047619047616,0.31746031746031744,0.07936507936507936,0.031746031746031744,0.2222222222222222,0.0,0.19047619047619047,0.047619047619047616,0.0,0.047619047619047616,0.0,0.49206349206349204,0.23809523809523808,0.0,0.015873015873015872
21447,4.3,3.3,18.0,1.0,100.0,6.0,0,1,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.2222222222222222,0.2777777777777778,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.2222222222222222,0.0
21458,3.0,2.5,10.0,1.0,80.0,1.0,1,0,0.0,0.2,0.1,0.1,0.3,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0
21473,4.5,2.6,11.0,1.0,80.0,0.0,1,0,0.09090909090909091,0.6363636363636364,0.09090909090909091,0.0,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.09090909090909091,0.0,0.2727272727272727,0.6363636363636364,0.09090909090909091,0.0,0.09090909090909091
21474,4.1,2.7,10.0,1.0,71.0,4.0,0,1,0.3,0.5,0.3,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.0,0.0
21487,4.5,3.3,15.0,0.0,89.0,0.0,1,0,0.06666666666666667,0.13333333333333333,0.2,0.06666666666666667,0.06666666666666667,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.06666666666666667,0.5333333333333333,0.13333333333333333,0.0,0.0,0.06666666666666667,0.2,0.2,0.0,0.26666666666666666
21496,3.5,3.0,16.0,0.0,70.0,4.0,0,1,0.25,0.0625,0.0625,0.0,0.1875,0.0625,0.0625,0.0,0.0,0.125,0.0,0.125,0.125,0.0,0.0,0.125,0.125,0.0625,0.0,0.125
21525,2.9,4.3,31.0,1.0,52.0,0.0,0,1,0.25806451612903225,0.16129032258064516,0.0,0.03225806451612903,0.06451612903225806,0.41935483870967744,0.06451612903225806,0.03225806451612903,0.0,0.12903225806451613,0.03225806451612903,0.0,0.06451612903225806,0.03225806451612903,0.03225806451612903,0.06451612903225806,0.0967741935483871,0.06451612903225806,0.0,0.0967741935483871
21536,4.9,2.5,17.0,1.0,100.0,0.0,1,0,0.0,0.5882352941176471,0.29411764705882354,0.0,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.23529411764705882,0.0,0.4117647058823529,0.058823529411764705,0.0,0.0,0.35294117647058826,0.5882352941176471,0.0,0.0,0.0
21537,4.9,2.3,52.0,1.0,100.0,2.0,0,1,0.0,0.3076923076923077,0.46153846153846156,0.019230769230769232,0.057692307692307696,0.0,0.038461538461538464,0.46153846153846156,0.0,0.0,0.0,0.1346153846153846,0.07692307692307693,0.0,0.0,0.2692307692307692,0.4230769230769231,0.057692307692307696,0.019230769230769232,0.0
21546,4.5,2.4,12.0,1.0,100.0,0.0,0,1,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.25
21549,3.7,2.4,14.0,1.0,100.0,3.0,1,0,0.0,0.35714285714285715,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.0,0.0,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.14285714285714285,0.21428571428571427,0.0,0.2857142857142857
21572,4.6,1.8,15.0,0.0,86.0,0.0,1,0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.06666666666666667,0.0,0.0,0.2,0.26666666666666666,0.0,0.06666666666666667,0.06666666666666667
21604,3.2,2.8,21.0,0.0,50.0,0.0,1,0,0.047619047619047616,0.047619047619047616,0.0,0.38095238095238093,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.2857142857142857,0.23809523809523808,0.0,0.42857142857142855,0.0,0.09523809523809523,0.23809523809523808,0.047619047619047616,0.38095238095238093
21615,4.6,2.7,10.0,1.0,83.0,0.0,0,1,0.3,0.1,0.1,0.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.1,0.4,0.2,0.0,0.0,0.0
21617,4.7,2.3,65.0,1.0,99.0,0.0,1,0,0.0,0.8769230769230769,0.4307692307692308,0.03076923076923077,0.015384615384615385,0.0,0.015384615384615385,0.06153846153846154,0.0,0.16923076923076924,0.0,0.5230769230769231,0.015384615384615385,0.015384615384615385,0.0,0.0,0.7846153846153846,0.015384615384615385,0.0,0.0
21627,4.7,2.5,17.0,1.0,88.0,0.0,0,1,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.0,0.47058823529411764,0.17647058823529413,0.0,0.11764705882352941,0.0,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.058823529411764705,0.17647058823529413,0.0,0.0,0.058823529411764705
21629,4.4,3.3,16.0,1.0,100.0,0.0,0,1,0.0625,0.8125,0.1875,0.375,0.0625,0.1875,0.125,0.0,0.0,0.125,0.0625,0.125,0.0,0.0,0.0,0.0625,0.25,0.0625,0.0625,0.0
21645,3.2,2.4,10.0,0.0,60.0,0.0,1,0,0.0,0.2,0.1,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.3
21651,4.9,2.6,65.0,1.0,98.0,0.0,0,1,0.015384615384615385,0.24615384615384617,0.49230769230769234,0.0,0.0,0.15384615384615385,0.0,0.24615384615384617,0.0,0.13846153846153847,0.0,0.1076923076923077,0.3230769230769231,0.0,0.015384615384615385,0.38461538461538464,0.49230769230769234,0.09230769230769231,0.0,0.046153846153846156
21660,4.8,2.8,10.0,1.0,100.0,5.0,0,1,0.2,0.5,0.0,0.2,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.1,0.5,0.0,0.0,0.0
21666,1.7,4.0,22.0,0.0,7.0,4.0,1,0,0.36363636363636365,0.0,0.045454545454545456,0.13636363636363635,0.045454545454545456,0.4090909090909091,0.4090909090909091,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.13636363636363635,0.18181818181818182,0.0,0.0,0.0,0.0,0.13636363636363635
21677,4.8,1.8,25.0,0.0,100.0,0.0,0,1,0.0,0.04,0.56,0.0,0.0,0.08,0.0,0.0,0.0,0.12,0.0,0.32,0.0,0.04,0.0,0.32,0.32,0.6,0.0,0.08
21687,4.6,3.8,13.0,1.0,83.0,0.0,0,1,0.3076923076923077,0.07692307692307693,0.0,0.15384615384615385,0.23076923076923078,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.3076923076923077,0.5384615384615384,0.07692307692307693,0.0,0.07692307692307693
21721,1.9,3.9,10.0,0.0,13.0,0.0,1,0,0.8,0.1,0.0,0.3,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.4
21729,4.1,2.8,19.0,0.0,92.0,0.0,1,0,0.10526315789473684,0.3684210526315789,0.3684210526315789,0.05263157894736842,0.3684210526315789,0.15789473684210525,0.0,0.21052631578947367,0.0,0.10526315789473684,0.0,0.10526315789473684,0.0,0.0,0.0,0.15789473684210525,0.05263157894736842,0.10526315789473684,0.05263157894736842,0.10526315789473684
21744,4.5,2.6,67.0,0.0,71.0,0.0,1,0,0.1044776119402985,0.04477611940298507,0.14925373134328357,0.0,0.0,0.1791044776119403,0.1791044776119403,0.08955223880597014,0.0,0.014925373134328358,0.0,0.05970149253731343,0.04477611940298507,0.0,0.0,0.08955223880597014,0.029850746268656716,0.0,0.0,0.014925373134328358
